USER_NAME,REVIEW_DATE,RESTAURANT,USER_REVIEWS,USER_RESTAURANT_REVIEWS,USER_HELPFUL_VOTES,REVIEW_STARS
hofander,7/28/2015,"Pierogarnia Mandu",6,4,1,5
Krystian...,7/27/2015,"Pierogarnia Mandu",2,0,0,4
Krzysztof...,7/26/2015,"Pierogarnia Mandu",1,0,0,5
olciaik,7/25/2015,"Pierogarnia Mandu",3,0,1,5
"Lena H",7/22/2015,"Pierogarnia Mandu",2,0,0,3
"To Ja S",7/21/2015,"Pierogarnia Mandu",3,3,1,5
Karorzech,7/18/2015,"Pierogarnia Mandu",2,0,0,4
Biker-Tho...,7/16/2015,"Pierogarnia Mandu",74,15,34,5
clio_sele...,7/16/2015,"Pierogarnia Mandu",2,0,2,5
"Agata S",7/15/2015,"Pierogarnia Mandu",3,0,5,5
Aliai14,7/14/2015,"Pierogarnia Mandu",10,3,4,5
"Julita S",7/12/2015,"Pierogarnia Mandu",24,14,6,4
Patrycja...,7/12/2015,"Pierogarnia Mandu",4,3,2,5
KarlaWu,7/12/2015,"Pierogarnia Mandu",20,8,6,4
"Piotrek K",7/12/2015,"Pierogarnia Mandu",9,7,1,5
moab_13,7/12/2015,"Pierogarnia Mandu",63,19,50,5
"Janek K",7/11/2015,"Pierogarnia Mandu",10,6,1,5
Caroline...,7/11/2015,"Pierogarnia Mandu",9,7,0,5
Kallveris,7/9/2015,"Pierogarnia Mandu",6,4,1,5
KPNTN,7/7/2015,"Pierogarnia Mandu",90,43,30,3
Alutka95,7/5/2015,"Pierogarnia Mandu",32,15,27,5
Annomon,7/3/2015,"Pierogarnia Mandu",26,21,9,5
Svietik,6/30/2015,"Pierogarnia Mandu",43,14,24,5
Vladimir...,6/30/2015,"Pierogarnia Mandu",4,3,0,5
Sycyliana,6/30/2015,"Pierogarnia Mandu",45,21,8,5
"Mateusz M",6/30/2015,"Pierogarnia Mandu",20,10,11,5
"Filip D",6/28/2015,"Pierogarnia Mandu",3,3,0,5
Dominika...,6/24/2015,"Pierogarnia Mandu",3,3,1,4
Agnieszka...,6/22/2015,"Pierogarnia Mandu",18,14,3,5
"Kaya Z",6/20/2015,"Pierogarnia Mandu",10,8,2,5
vanilla16...,6/20/2015,"Pierogarnia Mandu",9,5,0,5
Lemmra,6/17/2015,"Pierogarnia Mandu",16,14,5,4
"Camille B",6/15/2015,"Pierogarnia Mandu",6,6,2,5
kaczmarol...,6/12/2015,"Pierogarnia Mandu",3,3,1,5
tenkoloro...,6/9/2015,"Pierogarnia Mandu",8,3,6,5
wbielawsk...,6/9/2015,"Pierogarnia Mandu",12,11,4,3
Pawlikowa,6/9/2015,"Pierogarnia Mandu",13,9,2,5
Malgorzat...,6/5/2015,"Pierogarnia Mandu",34,22,19,5
PJOTromss...,6/1/2015,"Pierogarnia Mandu",23,17,12,5
RudyUS,5/30/2015,"Pierogarnia Mandu",3,3,0,5
Donatella...,5/27/2015,"Pierogarnia Mandu",68,47,26,5
"Marta C",5/26/2015,"Pierogarnia Mandu",27,18,10,5
Pitforek,5/20/2015,"Pierogarnia Mandu",13,0,4,5
anieczka,5/18/2015,"Pierogarnia Mandu",2,0,0,5
"Elena K",5/16/2015,"Pierogarnia Mandu",50,14,6,5
"Marco G",5/15/2015,"Pierogarnia Mandu",8,8,0,5
Raffik000...,5/15/2015,"Pierogarnia Mandu",124,36,66,4
"Darek C",5/13/2015,"Pierogarnia Mandu",1,0,1,5
"Marta J",5/11/2015,"Pierogarnia Mandu",4,3,1,4
"Jan A",5/10/2015,"Pierogarnia Mandu",8,7,6,5
"Robert T",5/6/2015,"Pierogarnia Mandu",40,23,16,5
"Nina W",5/5/2015,"Pierogarnia Mandu",33,14,29,3
"Jana W",5/5/2015,"Pierogarnia Mandu",42,20,22,5
Agnieszka...,5/2/2015,"Pierogarnia Mandu",6,6,0,5
ThaMik,5/2/2015,"Pierogarnia Mandu",1,0,0,5
"Tomasz K",5/1/2015,"Pierogarnia Mandu",3,3,1,5
"Joanna M",5/1/2015,"Pierogarnia Mandu",2,0,0,5
"Asa S",4/28/2015,"Pierogarnia Mandu",1,0,1,5
Acantus,4/28/2015,"Pierogarnia Mandu",17,13,3,4
"W Z",4/26/2015,"Pierogarnia Mandu",24,22,12,3
BerlinFra...,4/26/2015,"Pierogarnia Mandu",65,30,36,5
"Paulina E...",4/26/2015,"Pierogarnia Mandu",2,0,0,5
murlesia,4/20/2015,"Pierogarnia Mandu",313,187,86,4
"Mateusz S",4/13/2015,"Pierogarnia Mandu",1,0,0,5
Monikki71,4/11/2015,"Pierogarnia Mandu",24,19,7,5
Bartomie...,3/29/2015,"Pierogarnia Mandu",39,12,16,5
KinkyAnn,3/18/2015,"Pierogarnia Mandu",6,5,2,5
Klinkosia,3/17/2015,"Pierogarnia Mandu",29,11,19,5
"Artur B",3/15/2015,"Pierogarnia Mandu",4,4,3,5
"Marta F",3/15/2015,"Pierogarnia Mandu",15,15,6,5
JPopiel,3/12/2015,"Pierogarnia Mandu",213,29,121,5
keryjka,2/26/2015,"Pierogarnia Mandu",1,0,0,5
"G N",2/23/2015,"Pierogarnia Mandu",3,0,2,5
AlexTrojm...,2/22/2015,"Pierogarnia Mandu",12,9,3,4
"brak l",2/18/2015,"Pierogarnia Mandu",7,7,7,5
Marloie,2/18/2015,"Pierogarnia Mandu",65,33,27,1
"Zet E",2/14/2015,"Pierogarnia Mandu",41,17,18,5
Wojciech...,2/14/2015,"Pierogarnia Mandu",302,177,160,5
"Marta B",2/11/2015,"Pierogarnia Mandu",4,4,2,5
"Adam J",2/1/2015,"Pierogarnia Mandu",3,3,0,4
"Kamil M",1/22/2015,"Pierogarnia Mandu",7,7,2,4
"Basia S",1/21/2015,"Pierogarnia Mandu",4,3,4,3
nielubiet...,1/21/2015,"Pierogarnia Mandu",12,3,14,5
"Marek D",1/20/2015,"Pierogarnia Mandu",91,55,28,4
Nikolay82,1/10/2015,"Pierogarnia Mandu",46,40,17,5
jacektr,1/4/2015,"Pierogarnia Mandu",2,0,3,5
Magdalena...,1/3/2015,"Pierogarnia Mandu",6,4,4,3
"Anna K",1/3/2015,"Pierogarnia Mandu",39,31,17,5
"Alicja B",12/19/2014,"Pierogarnia Mandu",29,20,12,4
"Adam K",12/16/2014,"Pierogarnia Mandu",4,3,4,5
chiara_sg...,12/9/2014,"Pierogarnia Mandu",51,43,13,5
"Pawe B",11/29/2014,"Pierogarnia Mandu",18,7,1,5
recensito...,11/19/2014,"Pierogarnia Mandu",60,25,36,5
Pszczoolk...,11/17/2014,"Pierogarnia Mandu",3,0,2,5
ciemny77,10/16/2014,"Pierogarnia Mandu",3,0,2,5
GosiaKJ,10/15/2014,"Pierogarnia Mandu",37,25,13,5
Cristiana...,10/12/2014,"Pierogarnia Mandu",8,8,11,5
EboracumYork,10/29/2015,"Familia Bistro",198,129,96,4
"Anna S",10/29/2015,"Familia Bistro",1,0,1,5
WKNDWa,10/22/2015,"Familia Bistro",30,6,2,5
"Pau P",10/9/2015,"Familia Bistro",17,16,7,5
"Laddie O",9/27/2015,"Familia Bistro",1,0,1,4
Annecxt,9/27/2015,"Familia Bistro",17,0,19,4
Brussels_Judging,9/10/2015,"Familia Bistro",21,13,9,4
"Johan L",9/4/2015,"Familia Bistro",2,0,1,5
clara851,8/25/2015,"Familia Bistro",30,4,7,4
"Toby M",8/20/2015,"Familia Bistro",2,0,0,5
TimKJ,8/20/2015,"Familia Bistro",31,20,6,5
bpiscesun,8/14/2015,"Familia Bistro",17,5,3,4
"Arne N",7/25/2015,"Familia Bistro",1,0,0,5
"Cedric S",7/7/2015,"Familia Bistro",3,0,1,5
ninainceman,5/17/2015,"Familia Bistro",10,5,8,5
"Anna K",11/17/2015,"Familia Bistro",39,31,17,5
dompros,11/16/2015,"Familia Bistro",1,0,0,5
"Jacek O",11/16/2015,"Familia Bistro",2,0,0,5
Grzegorz...,11/12/2015,"Familia Bistro",86,36,39,5
"Marta K",11/12/2015,"Familia Bistro",1,0,0,5
Przemysa...,11/5/2015,"Familia Bistro",1,0,0,5
"Nadia F",11/5/2015,"Familia Bistro",76,44,16,4
Ricciolis...,11/5/2015,"Familia Bistro",462,292,139,5
trans00,11/5/2015,"Familia Bistro",1,0,0,5
Hieronim...,10/29/2015,"Familia Bistro",1,0,1,5
"Micha J",10/29/2015,"Familia Bistro",2,0,0,4
"Rob C",10/29/2015,"Familia Bistro",1,0,0,5
smakoszek...,9/28/2015,"Familia Bistro",2,0,0,5
22MP22,9/23/2015,"Familia Bistro",21,20,4,4
"Ania B",9/6/2015,"Familia Bistro",29,22,8,5
Bogusaw...,8/31/2015,"Familia Bistro",1,0,0,5
"Julia R",8/27/2015,"Familia Bistro",1,0,0,5
"Anna P",8/24/2015,"Familia Bistro",1,0,0,5
Photograp...,8/23/2015,"Familia Bistro",74,45,21,3
"teresa c",8/16/2015,"Familia Bistro",1,0,0,5
Agnieszka...,8/16/2015,"Familia Bistro",10,10,3,3
tomson623,8/16/2015,"Familia Bistro",28,13,6,5
"Justyna M",8/11/2015,"Familia Bistro",5,5,2,5
"Renata D",8/8/2015,"Familia Bistro",5,3,1,5
"mira k",8/1/2015,"Familia Bistro",6,4,4,3
"ignacio o",7/23/2015,"Familia Bistro",30,30,14,4
Aleksandr...,7/20/2015,"Familia Bistro",1,0,0,5
Gajos76,5/30/2015,"Familia Bistro",2,0,0,5
Magdalena...,5/9/2015,"Familia Bistro",31,23,4,5
Gdynia123...,5/8/2015,"Familia Bistro",1,0,0,5
abakus,11/12/2015,"Wine Bar & Restaurant Literacka",27,16,5,5
Stein12345,11/12/2015,"Wine Bar & Restaurant Literacka",19,16,5,5
Norwaylady01,11/5/2015,"Wine Bar & Restaurant Literacka",3,0,1,4
EboracumYork,10/29/2015,"Wine Bar & Restaurant Literacka",198,129,96,5
IanJuan,10/29/2015,"Wine Bar & Restaurant Literacka",112,55,34,5
anniekdebakker,10/22/2015,"Wine Bar & Restaurant Literacka",8,7,3,4
"Jonas K",10/22/2015,"Wine Bar & Restaurant Literacka",1,0,0,5
Gronings_Expat,10/22/2015,"Wine Bar & Restaurant Literacka",95,24,85,5
"Gregg M",10/15/2015,"Wine Bar & Restaurant Literacka",13,10,2,5
Taylordiva,10/13/2015,"Wine Bar & Restaurant Literacka",12,8,7,4
Pine07,10/7/2015,"Wine Bar & Restaurant Literacka",183,60,55,5
"Joanna M",10/3/2015,"Wine Bar & Restaurant Literacka",1,0,0,5
"antony l",10/2/2015,"Wine Bar & Restaurant Literacka",3,0,10,5
"Jorgen H",9/23/2015,"Wine Bar & Restaurant Literacka",2,0,0,5
OscarOslo,9/22/2015,"Wine Bar & Restaurant Literacka",17,6,11,5
"Jan S",9/21/2015,"Wine Bar & Restaurant Literacka",4,3,1,4
debdahl,9/18/2015,"Wine Bar & Restaurant Literacka",124,62,58,4
"Mari L",9/17/2015,"Wine Bar & Restaurant Literacka",3,0,0,5
Beckybumbledrop,9/14/2015,"Wine Bar & Restaurant Literacka",50,35,5,5
ShanksPonies,9/14/2015,"Wine Bar & Restaurant Literacka",80,39,50,5
Oeien,9/13/2015,"Wine Bar & Restaurant Literacka",8,6,0,4
knemis,9/7/2015,"Wine Bar & Restaurant Literacka",31,12,6,5
fsax,9/1/2015,"Wine Bar & Restaurant Literacka",59,34,42,5
Petepee,8/27/2015,"Wine Bar & Restaurant Literacka",31,25,16,5
langholm,8/26/2015,"Wine Bar & Restaurant Literacka",19,11,5,5
"Salim D",8/24/2015,"Wine Bar & Restaurant Literacka",4,3,1,5
"Niall C",8/23/2015,"Wine Bar & Restaurant Literacka",15,10,16,5
NielsB90,8/17/2015,"Wine Bar & Restaurant Literacka",3,0,2,5
Fleckapuppy,8/14/2015,"Wine Bar & Restaurant Literacka",48,32,13,4
losprohlos,8/14/2015,"Wine Bar & Restaurant Literacka",10,10,4,5
lenkre,8/13/2015,"Wine Bar & Restaurant Literacka",96,60,48,5
"Gio S",8/9/2015,"Wine Bar & Restaurant Literacka",36,24,12,4
"Cristina F",8/5/2015,"Wine Bar & Restaurant Literacka",2,0,0,5
"Ron v",8/5/2015,"Wine Bar & Restaurant Literacka",68,47,15,4
happytravelerDurham,8/5/2015,"Wine Bar & Restaurant Literacka",47,29,25,5
Gian81_1,8/4/2015,"Wine Bar & Restaurant Literacka",105,80,52,5
"Gail M",8/3/2015,"Wine Bar & Restaurant Literacka",5,3,1,5
"Jouni L",8/1/2015,"Wine Bar & Restaurant Literacka",104,41,51,5
"Jessika B",7/29/2015,"Wine Bar & Restaurant Literacka",1,0,1,5
LadyItameri,7/19/2015,"Wine Bar & Restaurant Literacka",4,3,0,4
Hesimj,7/15/2015,"Wine Bar & Restaurant Literacka",1,0,2,5
Storm4me,7/15/2015,"Wine Bar & Restaurant Literacka",67,18,47,5
"Brett P",7/15/2015,"Wine Bar & Restaurant Literacka",2,0,2,5
Babeski,7/15/2015,"Wine Bar & Restaurant Literacka",45,37,31,2
tomih95,7/11/2015,"Wine Bar & Restaurant Literacka",1,0,0,5
mikkom197,7/10/2015,"Wine Bar & Restaurant Literacka",5,4,7,4
"Harrie H",7/9/2015,"Wine Bar & Restaurant Literacka",5,4,1,4
Solveigege,7/8/2015,"Wine Bar & Restaurant Literacka",2,0,0,5
joew1967,6/15/2015,"Wine Bar & Restaurant Literacka",39,23,33,5
Ravennarose96,6/14/2015,"Wine Bar & Restaurant Literacka",137,67,117,4
"Ulf P",6/4/2015,"Wine Bar & Restaurant Literacka",61,39,26,4
DiploDave,6/3/2015,"Wine Bar & Restaurant Literacka",39,28,17,4
"Megi P",6/1/2015,"Wine Bar & Restaurant Literacka",12,3,4,5
"Sharon G",5/31/2015,"Wine Bar & Restaurant Literacka",49,38,17,4
balzan,5/31/2015,"Wine Bar & Restaurant Literacka",6,6,4,4
"Phillip S",5/30/2015,"Wine Bar & Restaurant Literacka",11,9,3,5
Gian81_1,5/26/2015,"Wine Bar & Restaurant Literacka",105,80,52,5
Cranwood,5/26/2015,"Wine Bar & Restaurant Literacka",1,0,0,5
yvonnefors,5/22/2015,"Wine Bar & Restaurant Literacka",2,0,0,5
DrVetticus,5/21/2015,"Wine Bar & Restaurant Literacka",16,5,14,2
"Lee M",5/20/2015,"Wine Bar & Restaurant Literacka",32,13,9,5
"Nina S",5/7/2015,"Wine Bar & Restaurant Literacka",8,4,6,5
"Adriana M",4/21/2015,"Wine Bar & Restaurant Literacka",11,7,2,5
"Kai D",3/28/2015,"Wine Bar & Restaurant Literacka",36,26,29,5
LadyLottie,3/28/2015,"Wine Bar & Restaurant Literacka",19,13,15,4
NiallF91,3/8/2015,"Wine Bar & Restaurant Literacka",16,12,9,5
"Arya O",3/5/2015,"Wine Bar & Restaurant Literacka",26,9,19,5
"D H",3/5/2015,"Wine Bar & Restaurant Literacka",5,5,2,1
ClaireLoop,3/3/2015,"Wine Bar & Restaurant Literacka",4,4,5,1
"Camilla H",3/1/2015,"Wine Bar & Restaurant Literacka",2,0,2,5
frkmira,2/28/2015,"Wine Bar & Restaurant Literacka",2,0,3,5
racingferret_uk,2/22/2015,"Wine Bar & Restaurant Literacka",3,0,1,5
"Robin V",2/21/2015,"Wine Bar & Restaurant Literacka",4,0,3,5
t0by86,2/8/2015,"Wine Bar & Restaurant Literacka",32,22,30,5
Vonpaananen,2/6/2015,"Wine Bar & Restaurant Literacka",1,0,2,4
GunnHa,1/18/2015,"Wine Bar & Restaurant Literacka",276,194,121,5
"moya f",12/29/2014,"Wine Bar & Restaurant Literacka",25,17,14,5
"tony w",11/22/2014,"Wine Bar & Restaurant Literacka",56,33,28,5
"Leena S",11/22/2014,"Wine Bar & Restaurant Literacka",182,125,40,4
william2905,11/18/2014,"Wine Bar & Restaurant Literacka",21,15,11,5
"Martin K",10/23/2014,"Wine Bar & Restaurant Literacka",15,9,10,4
joew1967,10/13/2014,"Wine Bar & Restaurant Literacka",39,23,33,5
Jilllian,8/25/2014,"Wine Bar & Restaurant Literacka",650,466,347,5
Lonesin,8/24/2014,"Wine Bar & Restaurant Literacka",8,5,13,3
"Phillip S",8/2/2014,"Wine Bar & Restaurant Literacka",11,9,3,5
"Emmanuel A",8/1/2014,"Wine Bar & Restaurant Literacka",2,0,1,5
"Ine Therese K",6/12/2014,"Wine Bar & Restaurant Literacka",9,7,12,5
GunnTore,11/18/2015,"Wine Bar & Restaurant Literacka",2,0,0,5
"Arne E",11/16/2015,"Wine Bar & Restaurant Literacka",10,4,1,5
"Irene K",11/15/2015,"Wine Bar & Restaurant Literacka",4,0,2,5
"Johanna S",11/12/2015,"Wine Bar & Restaurant Literacka",1,0,0,5
Katarzyna...,11/5/2015,"Wine Bar & Restaurant Literacka",10,8,1,4
arnteivin...,10/29/2015,"Wine Bar & Restaurant Literacka",8,7,2,3
Murthe,10/29/2015,"Wine Bar & Restaurant Literacka",51,21,3,5
"Geir V",10/29/2015,"Wine Bar & Restaurant Literacka",8,5,0,5
Kristoffe...,10/22/2015,"Wine Bar & Restaurant Literacka",7,4,5,5
Bokjah,10/22/2015,"Wine Bar & Restaurant Literacka",3,3,0,5
Turysta_7,10/15/2015,"Wine Bar & Restaurant Literacka",47,21,44,4
Mena12345,10/15/2015,"Wine Bar & Restaurant Literacka",55,20,13,5
AstridLan...,9/22/2015,"Wine Bar & Restaurant Literacka",15,4,10,5
rascalibe...,9/16/2015,"Wine Bar & Restaurant Literacka",1,0,0,5
maurowave,9/16/2015,"Wine Bar & Restaurant Literacka",818,340,715,4
alberaf,9/14/2015,"Wine Bar & Restaurant Literacka",355,283,159,4
"Davy M",9/11/2015,"Wine Bar & Restaurant Literacka",7,4,5,5
alcont90,8/26/2015,"Wine Bar & Restaurant Literacka",1,0,0,1
bertjonge...,8/22/2015,"Wine Bar & Restaurant Literacka",85,30,7,5
"Trond L",8/15/2015,"Wine Bar & Restaurant Literacka",16,12,10,4
"olov a",8/14/2015,"Wine Bar & Restaurant Literacka",6,6,2,4
marcolio9...,8/10/2015,"Wine Bar & Restaurant Literacka",12,3,3,4
jorunn53,8/10/2015,"Wine Bar & Restaurant Literacka",47,24,23,5
reginaf17...,8/9/2015,"Wine Bar & Restaurant Literacka",17,8,8,5
"Pro F",8/8/2015,"Wine Bar & Restaurant Literacka",9,4,4,5
PHLVB,8/4/2015,"Wine Bar & Restaurant Literacka",6,6,1,5
Zawalidro...,8/1/2015,"Wine Bar & Restaurant Literacka",11,9,12,4
Tollaro,7/29/2015,"Wine Bar & Restaurant Literacka",8,7,7,5
Hattifnat...,7/21/2015,"Wine Bar & Restaurant Literacka",3,0,3,5
"Erika S",7/21/2015,"Wine Bar & Restaurant Literacka",20,9,7,1
Tullingee...,7/19/2015,"Wine Bar & Restaurant Literacka",12,8,4,4
"Sara L",7/19/2015,"Wine Bar & Restaurant Literacka",5,4,2,5
"Pawe K",7/18/2015,"Wine Bar & Restaurant Literacka",2,0,6,1
"Anna K",7/18/2015,"Wine Bar & Restaurant Literacka",10,7,15,1
"Tom P",7/17/2015,"Wine Bar & Restaurant Literacka",3,3,1,5
Hakujin72,7/13/2015,"Wine Bar & Restaurant Literacka",1,0,0,5
"Anders J",7/9/2015,"Wine Bar & Restaurant Literacka",13,9,8,5
"Anne Mari...",6/23/2015,"Wine Bar & Restaurant Literacka",95,48,16,4
"Galina B",6/9/2015,"Wine Bar & Restaurant Literacka",106,40,61,5
"Svein B",6/2/2015,"Wine Bar & Restaurant Literacka",2,0,1,4
Joppe2013,5/26/2015,"Wine Bar & Restaurant Literacka",2,0,1,5
macdrolas,5/25/2015,"Wine Bar & Restaurant Literacka",57,39,23,4
"Frode G",5/20/2015,"Wine Bar & Restaurant Literacka",10,0,2,4
"Anita N",5/20/2015,"Wine Bar & Restaurant Literacka",8,3,3,5
"Terje F",5/20/2015,"Wine Bar & Restaurant Literacka",108,55,76,4
igigabass,5/19/2015,"Wine Bar & Restaurant Literacka",64,23,36,5
"Ilona K",5/15/2015,"Wine Bar & Restaurant Literacka",75,22,11,5
Ancalagon...,5/3/2015,"Wine Bar & Restaurant Literacka",9,5,3,5
JoneHS,4/25/2015,"Wine Bar & Restaurant Literacka",12,10,9,5
RubiaPola...,4/15/2015,"Wine Bar & Restaurant Literacka",9,0,5,5
Mathilda...,3/15/2015,"Wine Bar & Restaurant Literacka",8,7,2,5
"Edyta S",3/8/2015,"Wine Bar & Restaurant Literacka",96,70,18,3
SBrenden,3/7/2015,"Wine Bar & Restaurant Literacka",1,0,1,4
IngridBie,3/7/2015,"Wine Bar & Restaurant Literacka",4,3,11,5
Laars1,2/21/2015,"Wine Bar & Restaurant Literacka",30,18,8,5
Beherma,2/17/2015,"Wine Bar & Restaurant Literacka",1,0,1,5
jompah,2/8/2015,"Wine Bar & Restaurant Literacka",7,5,3,5
Curly_Da,1/25/2015,"Wine Bar & Restaurant Literacka",15,6,19,5
"Anna G",10/30/2014,"Wine Bar & Restaurant Literacka",16,10,7,5
unnimarle...,10/21/2014,"Wine Bar & Restaurant Literacka",59,33,16,3
Pumachic,10/13/2014,"Wine Bar & Restaurant Literacka",13,4,3,5
Bullmamma,8/24/2014,"Wine Bar & Restaurant Literacka",15,9,5,4
ebuphil,8/23/2014,"Wine Bar & Restaurant Literacka",65,35,25,4
Alessandr...,8/23/2014,"Wine Bar & Restaurant Literacka",67,33,23,3
Kyjanka,8/18/2014,"Wine Bar & Restaurant Literacka",113,50,107,5
Jhaug81,5/10/2014,"Wine Bar & Restaurant Literacka",1,0,2,5
"marta s",4/26/2014,"Wine Bar & Restaurant Literacka",1,0,1,4
"Jakub P",11/12/2015,"Jozef K",7,7,15,5
TheCodfather,11/5/2015,"Jozef K",64,38,88,4
JulesG1304,10/29/2015,"Jozef K",7,3,3,5
"william t",10/29/2015,"Jozef K",133,95,16,4
"Colin M",10/29/2015,"Jozef K",4,3,0,5
"Thomas M",10/29/2015,"Jozef K",3,0,2,4
anniekdebakker,10/22/2015,"Jozef K",8,7,3,5
"Richard B",10/22/2015,"Jozef K",4,0,1,5
"Marcin K",10/14/2015,"Jozef K",16,15,1,5
"Gregg M",10/13/2015,"Jozef K",13,10,2,5
kochamkinie,9/24/2015,"Jozef K",154,37,71,4
Marioviaggiatore,8/15/2015,"Jozef K",379,169,262,4
loic_ds,8/6/2015,"Jozef K",5,5,1,5
Linda_1876,8/4/2015,"Jozef K",4,3,3,3
"Tonje O",8/3/2015,"Jozef K",7,6,0,4
hemingwayaway,7/31/2015,"Jozef K",137,66,242,4
"Martyna S",7/25/2015,"Jozef K",5,4,2,5
garybasing,7/14/2015,"Jozef K",32,13,10,5
Juliaaurora,7/12/2015,"Jozef K",24,9,26,4
"Sharon G",5/31/2015,"Jozef K",49,38,17,5
"Linnea K",5/20/2015,"Jozef K",10,8,5,4
wildcats8,5/6/2015,"Jozef K",66,13,44,5
"Leonard G",4/26/2015,"Jozef K",8,8,2,3
"Miguel S",4/24/2015,"Jozef K",15,8,6,4
nicklawton,4/19/2015,"Jozef K",5,0,4,1
"Adrian S",4/15/2015,"Jozef K",8,6,5,5
jassujasmin,4/12/2015,"Jozef K",3,3,1,5
"sally h",3/29/2015,"Jozef K",75,37,74,5
WillBill55,3/9/2015,"Jozef K",166,45,67,5
m0zfan,3/4/2015,"Jozef K",58,40,68,5
meggymoo28,2/2/2015,"Jozef K",21,15,13,5
"Matthijs J",1/21/2015,"Jozef K",20,9,5,4
Amylie-Laf,1/16/2015,"Jozef K",6,5,2,5
"Daniel S",1/2/2015,"Jozef K",49,40,14,5
"Michelle B",1/1/2015,"Jozef K",10,9,1,5
"Dominik M",12/24/2014,"Jozef K",221,112,68,5
"Stuart T",10/28/2014,"Jozef K",1,0,0,4
adventurena,8/5/2014,"Jozef K",20,11,21,5
esragezmekistiyo,7/16/2014,"Jozef K",23,19,14,5
LondonNYWA,6/16/2014,"Jozef K",19,16,8,5
Annasito,6/14/2014,"Jozef K",27,11,10,4
Nuranura,6/10/2014,"Jozef K",10,7,7,5
borynka,6/4/2014,"Jozef K",37,22,18,5
"Magnus H",5/30/2014,"Jozef K",11,5,9,4
"Vinnie T",3/12/2014,"Jozef K",32,24,20,5
AlanT88OWN,1/24/2014,"Jozef K",162,58,52,5
Voland363,1/11/2014,"Jozef K",1,0,1,5
J2119,1/9/2014,"Jozef K",5,3,7,5
Wales63,1/9/2014,"Jozef K",41,31,40,5
"Bartosz K",11/16/2015,"Jozef K",6,5,1,5
"Andrzej O",11/12/2015,"Jozef K",1,0,0,5
"Paulina Z",11/5/2015,"Jozef K",3,3,0,5
"Henrik L",11/5/2015,"Jozef K",21,9,0,5
"Michael F",10/29/2015,"Jozef K",32,15,6,5
"Darya R",9/20/2015,"Jozef K",4,4,0,5
"red :",9/10/2015,"Jozef K",121,35,11,5
"anna m",9/4/2015,"Jozef K",22,16,1,5
"Marta N",8/25/2015,"Jozef K",26,25,5,4
"Monika N",8/19/2015,"Jozef K",6,4,1,4
NazwaNieM...,8/17/2015,"Jozef K",5,5,3,5
"Michal W",8/15/2015,"Jozef K",14,6,6,5
"Piotr P",8/13/2015,"Jozef K",10,9,6,4
"Natali S",8/10/2015,"Jozef K",7,6,0,5
ZimnaBuka,8/3/2015,"Jozef K",6,4,3,5
"Tatyana D",7/14/2015,"Jozef K",319,228,77,5
Kanelbull...,7/4/2015,"Jozef K",45,37,17,5
"ukasz W",5/24/2015,"Jozef K",16,6,5,3
GosiaKJ,4/25/2015,"Jozef K",37,25,13,4
"S B",4/21/2015,"Jozef K",9,5,1,5
Tomsky1,3/25/2015,"Jozef K",10,8,2,5
"Micha M",2/22/2015,"Jozef K",12,8,5,5
Huubii,2/18/2015,"Jozef K",36,30,13,4
"Anna K",1/4/2015,"Jozef K",39,31,17,4
"Odd R",11/25/2014,"Jozef K",11,9,2,4
lustgarte...,8/11/2014,"Jozef K",3,0,4,2
Kristofer...,7/28/2014,"Jozef K",5,5,0,4
"jjg j",7/20/2014,"Jozef K",86,59,12,4
"Edyta S",5/24/2014,"Jozef K",96,70,18,5
Framy59,5/8/2014,"Jozef K",199,82,109,4
Mathilda...,4/6/2014,"Jozef K",8,7,2,4
candmcooke1,11/12/2015,"Retro Cafe",57,45,24,5
vt2europe,11/12/2015,"Retro Cafe",20,13,3,5
"Colin M",10/29/2015,"Retro Cafe",4,3,0,5
anniekdebakker,10/22/2015,"Retro Cafe",8,7,3,5
"tony w",10/22/2015,"Retro Cafe",56,33,28,5
Taylordiva,10/15/2015,"Retro Cafe",12,8,7,5
ED44SF,10/13/2015,"Retro Cafe",71,17,35,5
SylwiaSza,10/6/2015,"Retro Cafe",84,31,25,5
"Norbert K",9/28/2015,"Retro Cafe",40,35,17,5
kochamkinie,9/24/2015,"Retro Cafe",154,37,71,5
HoneymoonersUppsala,9/21/2015,"Retro Cafe",10,4,6,5
Fielina1234,9/18/2015,"Retro Cafe",10,8,0,3
"Katie J",9/13/2015,"Retro Cafe",61,52,14,5
jesperzac,8/22/2015,"Retro Cafe",38,31,11,3
Niinacarina,8/20/2015,"Retro Cafe",7,5,2,5
Randriksen,8/19/2015,"Retro Cafe",38,23,18,4
lalapl,8/16/2015,"Retro Cafe",14,13,2,5
"Tonje O",8/3/2015,"Retro Cafe",7,6,0,4
"Lene H",8/2/2015,"Retro Cafe",20,16,2,4
viktoriaferencz,7/28/2015,"Retro Cafe",62,47,11,4
"Steffen B",6/22/2015,"Retro Cafe",3,3,1,4
"Anne V",6/21/2015,"Retro Cafe",7,5,1,4
"Heather S",6/14/2015,"Retro Cafe",110,66,29,4
Marshland82,6/11/2015,"Retro Cafe",32,27,18,4
NainaKiewna,6/9/2015,"Retro Cafe",26,15,7,5
lindsayofsheaves,6/2/2015,"Retro Cafe",19,13,5,4
"B R",5/27/2015,"Retro Cafe",30,6,16,5
